,Papers,citedByCount,GWAS-H,Betweenness,Degree,Country,Institution
Vicente Fonollosa,2,84,,8.656289971805962e-07,0.0044603685288095935,,
C A Hartman,3,84,,5.024320482564099e-06,0.007165837964317052,,
Sang-Hee Cho,2,84,,6.24885552567516e-08,0.004167885346592571,,
Kate van Duijn,2,84,,9.633154435230226e-08,0.0024129862532904357,,
Simon Lecointe,2,84,,6.937461065178318e-07,0.0028517110266159697,,
Yuan Yang,2,84,,6.925318706009991e-07,0.002997952617724481,,
Martha Noel,2,84,,1.0241944727253686e-09,0.0012430535244223456,,
R Stephanie Huang,4,84,,3.5158540354512355e-06,0.0026323486399532025,,
Alan Pestronk,2,84,,2.3018713378201664e-06,0.0016817782977478794,,
E Domenici,2,84,,3.998353269537052e-06,0.005922784439894706,,
Herve Le Marec,2,84,,6.937461065178318e-07,0.0028517110266159697,,
L Southam,2,84,,1.800299947520079e-05,0.004972214097689383,,
Lina-Marcela Diaz-Gallo,2,84,,8.656289971805962e-07,0.0044603685288095935,,
Richard Redon,2,84,,6.937461065178318e-07,0.0028517110266159697,,
Carmen Fonseca,2,84,,8.656289971805962e-07,0.0044603685288095935,,
Lyn R Griffiths,2,84,,1.670385516860705e-07,0.0019011406844106464,,
Claudio Lunardi,2,84,,8.656289971805962e-07,0.0044603685288095935,,
April McVey,2,84,,2.3018713378201664e-06,0.0016817782977478794,,
Raffaella Scorza,2,84,,8.656289971805962e-07,0.0044603685288095935,,
Floriane Simonet,2,84,,6.937461065178318e-07,0.0028517110266159697,,
Chrysoula Dalageorgou,3,83,,1.84286586356192e-05,0.01725650775080433,,
C R Jack,3,83,,1.78021519244828e-06,0.002193623866627669,,
Oladosu Ojengbede,2,83,,2.4720331022235415e-06,0.015136004679730915,,
Lam C Tsoi,5,83,,2.3553217387428043e-06,0.005776542848786195,,
Caitlin McHugh,3,83,,8.77808456809066e-06,0.00350979818660427,,
M Mangino,3,83,,2.1560804339948127e-06,0.005191576484352149,,
John P Neoptolemos,2,83,,1.934253846247751e-05,0.004899093302135127,,
Daniel G Bradley,3,83,,1.4244454799934684e-07,0.001389295115530857,,
R A Sweet,2,83,,1.0391483199619623e-08,0.0013161743199766012,,
Hiroshi Yatsuhashi,3,83,,1.5186163810154757e-06,0.005484059666569173,,
R L Minster,2,83,,1.0391483199619623e-08,0.0013161743199766012,,
Boris Krischek,2,83,,1.6415475628810957e-07,0.0029248318221702253,,
I W Craig,3,83,,3.599450455923741e-07,0.0020473822755191578,,
V S Pankratz,2,83,,1.0391483199619623e-08,0.0013161743199766012,,
Victor Abkevich,2,82,,1.8941998658170097e-06,0.002193623866627669,,
Xiaoli Liu,2,82,,7.84313397985746e-07,0.004241006142146827,,
Yves-Jean Bignon,2,82,,2.649375327836835e-06,0.03341620356829482,,
Tom H M Ottenhoff,2,82,,1.444808235238706e-06,0.0019011406844106464,,
S J van der Lee,2,82,,2.437435344633439e-05,0.012357414448669201,,
Yi Shi,5,82,,3.3592208217934146e-05,0.007677683533196841,,
Enqing Shen,2,82,,9.98100309109892e-08,0.0010236911377595789,,
Daphne Gschwantler-Kaulich,2,82,,2.649375327836835e-06,0.03341620356829482,,
Reinout van Crevel,2,82,,1.444808235238706e-06,0.0019011406844106464,,
Isabelle Coupier,2,82,,2.649375327836835e-06,0.03341620356829482,,
Shehnaz K Hussain,2,82,,1.303236135573075e-07,0.0016086575021936238,,
D W Craig,2,82,,0.0,0.0009505703422053232,,
Maria Grazia Tibiletti,2,82,,2.649375327836835e-06,0.03341620356829482,,
Zi-Hui Tang,2,82,,4.343313067580259e-08,0.001754899093302135,,
Esther van de Vosse,2,82,,1.444808235238706e-06,0.0019011406844106464,,
Amy C Weintrob,2,82,,3.3094316708635013e-06,0.003144194208832992,,
Branko Aleksic,3,82,,2.1372930920919994e-06,0.001754899093302135,,
Alexander Gutin,2,82,,1.8941998658170097e-06,0.002193623866627669,,
Kimberly Pelak,2,82,,1.303236135573075e-07,0.0016086575021936238,,
Bhupinder Bharaj,2,82,,9.98100309109892e-08,0.0010236911377595789,,
Lise L Husemoen,2,82,,1.9592154354047145e-06,0.01221117285756069,,
Edhyana Sahiratmadja,2,82,,1.444808235238706e-06,0.0019011406844106464,,
Jerry Lanchbury,2,82,,1.8941998658170097e-06,0.002193623866627669,,
H-E Wichmann,2,82,,0.006141077371818748,0.006580871599883006,,
Liliana Varesco,2,82,,2.649375327836835e-06,0.03341620356829482,,
Nina Ditsch,2,82,,2.649375327836835e-06,0.03341620356829482,,
Ernst J Kuipers,2,82,,2.5743336333526024e-06,0.006288388417665984,,
Bao-Yong Sha,2,82,,4.343313067580259e-08,0.001754899093302135,,
Laurent Castera,2,82,,2.649375327836835e-06,0.03341620356829482,,
Margreet G E M Ausems,2,82,,2.649375327836835e-06,0.03341620356829482,,
Bachti Alisjahbana,2,82,,1.444808235238706e-06,0.0019011406844106464,,
Jordi Fontcuberta,4,82,,7.873600852662483e-06,0.008262649897630887,,
Geon Kook Lee,3,82,,7.744325662695612e-05,0.001389295115530857,,
Fei Zou,2,81,,2.2858108199468026e-06,0.001974261479964902,,
Olli Saarela,2,81,,9.748041579267727e-07,0.00870137467095642,,
James R Downing,2,81,,1.2821107853739744e-06,0.0015355367066393682,,
Shuhua Zou,2,81,,3.606745173232254e-06,0.003729160573267037,,
Hugh Hendrie,2,81,,3.2621623026688616e-07,0.004241006142146827,,
Khader Shameer,3,81,,2.893173939858921e-07,0.0016817782977478794,,
Bru Cormand,4,81,,1.9477327526136055e-05,0.004752851711026616,,
Hans Scheffer,2,81,,1.9997113654395035e-06,0.0024129862532904357,,
Sarah J Fleming,3,81,,2.0170750110101523e-06,0.006727113190991518,,
Bernhard J Steinhoff,3,81,,8.77250030275492e-06,0.005045334893243638,,
Ti Wang,2,81,,5.323792384278048e-06,0.003290435799941503,,
Kasper Nielsen,2,81,,3.3582538352928646e-06,0.0030710734132787364,,
Diana Rudan,2,81,,2.1408218616522013e-06,0.01893828604855221,,
William Maixner,2,80,,1.0434972408328511e-05,0.024714828897338403,,
John K C Chan,2,80,,2.725488827878574e-07,0.010310032173150043,,
Guo-Yue Yuan,3,80,,1.1228351021296197e-07,0.0024861070488446913,,
Marleen H M de Moor,5,80,,2.501345699302834e-06,0.011260602515355368,,
Guoping Wu,2,80,,2.725488827878574e-07,0.010310032173150043,,
Vincent M Christoffels,3,80,,7.951132528198145e-06,0.012064931266452179,,
Robert Klein,2,80,,2.725488827878574e-07,0.010310032173150043,,
Alan Dart Loon Sihoe,2,80,,2.725488827878574e-07,0.010310032173150043,,
Tetsuya Mitsudomi,2,80,,2.725488827878574e-07,0.010310032173150043,,
Hyo-Sung Jeon,2,80,,2.725488827878574e-07,0.010310032173150043,,
Victor Ho Fun Lee,2,80,,2.725488827878574e-07,0.010310032173150043,,
Paul Jacques,3,80,,1.741618951316998e-06,0.005045334893243638,,
Ho-Il Yoon,2,80,,2.725488827878574e-07,0.010310032173150043,,
Gianpaolo Zerbini,3,80,,2.3154827416016778e-07,0.0044603685288095935,,
Brendan T Keenan,2,80,,3.317102416353396e-07,0.0016817782977478794,,
Huai-Dong Song,3,80,,1.1228351021296197e-07,0.0024861070488446913,,
Shuang-Xia Zhao,3,80,,1.1228351021296197e-07,0.0024861070488446913,,
She-Juan An,2,80,,2.725488827878574e-07,0.010310032173150043,,
Chun-Ming Pan,3,80,,1.1228351021296197e-07,0.0024861070488446913,,
Guan-Qi Gao,3,80,,1.1228351021296197e-07,0.0024861070488446913,,
In Kyu Park,2,80,,2.725488827878574e-07,0.010310032173150043,,
Ming Zhan,3,80,,1.1228351021296197e-07,0.0024861070488446913,,
Kathrin Schuldt,2,80,,1.5002931246007832e-06,0.0024861070488446913,,
Jia-Lun Chen,3,80,,1.1228351021296197e-07,0.0024861070488446913,,
Muriel Caslake,2,80,,5.092720127344797e-07,0.003144194208832992,,
Yunxia Cao,2,80,,1.4594128119403274e-06,0.002997952617724481,,
Junjie Wu,2,80,,2.725488827878574e-07,0.010310032173150043,,
Jin Eun Choi,2,80,,2.725488827878574e-07,0.010310032173150043,,
Yoo Jin Jung,2,80,,2.725488827878574e-07,0.010310032173150043,,
Roel Vermeulen,2,80,,5.780428887203647e-05,0.009944428195378765,,
Xiao-Mei Zhang,3,80,,1.1228351021296197e-07,0.0024861070488446913,,
Julia A Newton-Bishop,2,80,,8.692644655040484e-07,0.004533489324363849,,
Xu-Chao Zhang,2,80,,2.725488827878574e-07,0.010310032173150043,,
Jun Xu,2,80,,2.725488827878574e-07,0.010310032173150043,,
Xingzhou He,2,80,,2.725488827878574e-07,0.010310032173150043,,
In-Jae Oh,2,80,,2.725488827878574e-07,0.010310032173150043,,
Wei Hu,2,80,,2.725488827878574e-07,0.010310032173150043,,
Fusheng Wei,2,80,,2.725488827878574e-07,0.010310032173150043,,
Jian Su,2,80,,2.725488827878574e-07,0.010310032173150043,,
William Pao,2,80,,2.725488827878574e-07,0.010310032173150043,,
Sai-Juan Chen,3,80,,1.1228351021296197e-07,0.0024861070488446913,,
Zhenhong Zhao,2,80,,2.725488827878574e-07,0.010310032173150043,,
Wenche Nystad,2,80,,1.2327507408556878e-06,0.013454226381983035,,
Zhao-Hui Gu,3,80,,1.1228351021296197e-07,0.0024861070488446913,,
Jihua Li,2,80,,2.725488827878574e-07,0.010310032173150043,,
Yi Young Choi,2,80,,2.725488827878574e-07,0.010310032173150043,,
Hee Nam Kim,2,80,,2.725488827878574e-07,0.010310032173150043,,
Young-Chul Kim,2,80,,2.725488827878574e-07,0.010310032173150043,,
Chang Hyun Kang,2,80,,2.725488827878574e-07,0.010310032173150043,,
Eric Larsen,3,80,,8.232347146270731e-06,0.003144194208832992,,
Jacob P Thyssen,2,80,,1.2327507408556878e-06,0.013454226381983035,,
Peter H O'Donnell,3,79,,1.2880404460145547e-06,0.00233986545773618,,
Ying Zhang,3,79,,5.913295635902077e-06,0.00467973091547236,,
John A Ice,2,79,,1.2643919250038952e-06,0.002778590231061714,,
Monica Erazo,2,79,,1.4313812090223984e-05,0.002778590231061714,,
Xin Gao,2,79,,6.243203177597849e-06,0.006727113190991518,,
Fowzan S Alkuraya,2,79,,0.0,0.009725065808715998,,
Sarah C Nelson,3,79,,6.604246995943404e-06,0.005264697279906405,,
He Li,2,79,,1.2643919250038952e-06,0.002778590231061714,,
J M Hettema,4,79,,7.349692981919343e-05,0.0032173150043872476,,
David J Kwiatkowski,2,79,,1.9856999508033215e-07,0.0012430535244223456,,
Mahir Karakas,4,79,,4.0733591181194714e-06,0.016159695817490494,,
Fred C Sweep,3,79,,9.34118113660665e-06,0.014185434337525593,,
Drazen Pulanic,3,79,,1.0644196730404691e-06,0.01286926001754899,,
Frank Lammert,2,79,,5.530874558779371e-07,0.002778590231061714,,
K Stefansson,3,79,,1.369288912443031e-05,0.004387247733255338,,
Weidong Li,2,79,,7.990077682481612e-06,0.00402164375548406,,
Mario Brosch,2,79,,5.530874558779371e-07,0.002778590231061714,,
Caroline Vance,2,79,,6.277713059989203e-07,0.003729160573267037,,
Gianluca Isaia,2,78,,2.027185331009652e-08,0.0013161743199766012,,
Weiya Zhang,3,78,,1.8297552723619174e-07,0.004606610119918105,,
Cor W R J Cremers,3,78,,2.7262502366825865e-06,0.0024129862532904357,,
Mike Nalls,4,78,,5.2676933991772805e-06,0.011772448084235157,,
Vered Stearns,2,78,,2.0200935072444334e-07,0.0014624159110851126,,
Volker Ruppert,2,78,,3.7598428667166726e-07,0.003144194208832992,,
Karin Halina Greiser,2,78,,1.2422906757796825e-06,0.020327581164083064,,
Hao Peng,3,78,,4.088407700195739e-06,0.019815735595203277,,
Kathleen I Pritchard,2,78,,2.0200935072444334e-07,0.0014624159110851126,,
Bernhard Maisch,2,78,,3.7598428667166726e-07,0.003144194208832992,,
Richard Isnard,2,78,,3.7598428667166726e-07,0.003144194208832992,,
Jae Ill Zo,2,78,,1.3915065025130377e-07,0.0012430535244223456,,
Matthew J Ellis,2,78,,2.0200935072444334e-07,0.0014624159110851126,,
Eric Villard,2,78,,3.7598428667166726e-07,0.003144194208832992,,
Philippe Charron,2,78,,3.7598428667166726e-07,0.003144194208832992,,
Rose A Maciewicz,3,78,,1.8297552723619174e-07,0.004606610119918105,,
Rosemary Dargie,2,78,,2.027185331009652e-08,0.0013161743199766012,,
Yonghong Zhang,3,78,,4.088407700195739e-06,0.019815735595203277,,
Javier del Pino Montes,2,78,,2.027185331009652e-08,0.0013161743199766012,,
Hao Yan,2,78,,4.060281199959233e-08,0.0012430535244223456,,
Eloisa Arbustini,2,78,,3.7598428667166726e-07,0.003144194208832992,,
Paul E Goss,2,78,,2.0200935072444334e-07,0.0014624159110851126,,
Micaela R Visconti,2,78,,2.027185331009652e-08,0.0013161743199766012,,
Paul R Healey,2,78,,1.5073700735929571e-07,0.0029248318221702253,,
Aili Wang,3,78,,4.088407700195739e-06,0.019815735595203277,,
Sarah J Dunstan,3,78,,4.171858876363179e-06,0.007970166715413864,,
Raphaele Castagne,2,78,,1.966822288388932e-08,0.005995905235448962,,
Qincheng He,2,78,,2.1040412438659597e-08,0.009578824217607487,,
Dorothy Watson,3,78,,2.0163735785430744e-07,0.0014624159110851126,,
Mike J Owen,2,78,,2.71256707117143e-07,0.0028517110266159697,,
Christopher Kim,2,78,,2.1040412438659597e-08,0.009578824217607487,,
Beate Ritz,2,78,,1.1839406578624002e-06,0.0018280198888563908,,
Michael J Hooper,2,78,,2.027185331009652e-08,0.0013161743199766012,,
Michel Komajda,2,78,,3.7598428667166726e-07,0.003144194208832992,,
Takeshi Ozeki,3,78,,3.629893697161828e-06,0.001754899093302135,,
Tim Cundy,2,78,,2.027185331009652e-08,0.0013161743199766012,,
Geoff C Nicholson,2,78,,2.027185331009652e-08,0.0013161743199766012,,
Greg Gibson,2,78,,1.6649919040361958e-08,0.0009505703422053232,,
Michael Sendtner,3,78,,1.6070352922443636e-05,0.010748756946475577,,
Steven H Aggen,3,78,,2.4924828128196354e-06,0.0020473822755191578,,
Nina Paynter,2,78,,1.7311612412831338e-06,0.011626206493126645,,
Chao Jin,2,78,,4.060281199959233e-08,0.0012430535244223456,,
Albert Becker,3,78,,4.0548587402803365e-05,0.012503656039777713,,
Rene Hoehn,2,78,,1.966822288388932e-08,0.005995905235448962,,
Francoise Gary,2,78,,3.7598428667166726e-07,0.003144194208832992,,
Franz Grus,2,78,,1.966822288388932e-08,0.005995905235448962,,
Bo Du,2,78,,4.060281199959233e-08,0.0012430535244223456,,
Peter Weeke,2,77,,2.294590234225132e-06,0.0028517110266159697,,
Maria Blettner,2,77,,2.482633591471248e-06,0.013746709564200058,,
Rasika Mathias,3,77,,1.9854883948700884e-05,0.005045334893243638,,
R J Weyant,4,77,,2.0530696226675547e-06,0.0014624159110851126,,
D W McNeil,4,77,,2.0530696226675547e-06,0.0014624159110851126,,
Jean Leyland,3,77,,1.0360107726772201e-07,0.0040947645510383155,,
Yaji Xu,2,77,,7.540784593983619e-06,0.0019011406844106464,,
R Crout,4,77,,2.0530696226675547e-06,0.0014624159110851126,,
Andrea Senft,3,77,,4.822624719051808e-06,0.017987715706346885,,
M B Miller,2,77,,3.5184639147958523e-06,0.004387247733255338,,
D E Weeks,4,77,,2.0530696226675547e-06,0.0014624159110851126,,
Jennifer L Troyer,3,77,,5.161607738134754e-07,0.00233986545773618,,
Andrea Angius,3,77,,9.174853609609415e-07,0.004533489324363849,,
Raha Pazoki,2,77,,7.538710234151997e-07,0.004314126937701082,,
Roos F Marsman,2,77,,7.538710234151997e-07,0.004314126937701082,,
Yuhong Chen,3,77,,3.5095869366826534e-06,0.002997952617724481,,
Sosuke Adachi,3,77,,2.3370226253979997e-05,0.003729160573267037,,
W G Iacono,2,77,,3.5184639147958523e-06,0.004387247733255338,,
Marieke T Blom,2,77,,7.538710234151997e-07,0.004314126937701082,,
Hui Zhang,3,77,,8.713972449116809e-05,0.004972214097689383,,
Abel Kho,3,76,,3.298465528414516e-06,0.005484059666569173,,
Lixuan Wei,4,76,,1.0144721651362277e-05,0.009798186604270254,,
Hao Wu,2,76,,4.659215954990003e-06,0.0010968119333138345,,
Kari North,2,76,,1.951637116041439e-06,0.009651945013161743,,
L M Shaw,2,76,,4.944362272225601e-06,0.001974261479964902,,
Sven Oskarsson,2,76,,1.8817779799335141e-06,0.017475870137467094,,
Anne E Hughes,3,76,,1.8565372545407795e-06,0.003948522959929804,,
Chang-Gui Li,2,76,,1.1228351021296197e-07,0.0024861070488446913,,
Anna Placentino,3,76,,1.3968395963587905e-07,0.002778590231061714,,
J Q Trojanowski,2,76,,4.944362272225601e-06,0.001974261479964902,,
Lian Li,2,76,,3.3746326585866033e-06,0.0036560397777127816,,
Julie A Irving,2,76,,1.302392956171937e-07,0.002997952617724481,,
Qing Su,2,76,,1.1228351021296197e-07,0.0024861070488446913,,
Yongzhao Shao,4,76,,2.015417222470692e-05,0.0016086575021936238,,
Jia-Jun Zhao,2,76,,1.1228351021296197e-07,0.0024861070488446913,,
Tao-Yang Chen,3,76,,3.205446868089665e-07,0.0040947645510383155,,
Li-Qiong Xue,2,76,,1.1228351021296197e-07,0.0024861070488446913,,
Wen-Hua Du,2,76,,1.1228351021296197e-07,0.0024861070488446913,,
Li-Bin Liu,2,76,,1.1228351021296197e-07,0.0024861070488446913,,
Janet M Lee,3,76,,8.993203198515945e-07,0.028224627083942674,,
Bing-Li Liu,2,76,,1.1228351021296197e-07,0.0024861070488446913,,
Yong-De Peng,2,76,,1.1228351021296197e-07,0.0024861070488446913,,
Shao-Ying Yang,2,76,,1.1228351021296197e-07,0.0024861070488446913,,
S S Mirza,3,76,,0.00011624621135392492,0.010968119333138345,,
Ted M Dawson,2,76,,1.6609074839324507e-06,0.0030710734132787364,,
I Ford,3,75,,1.3452210823805161e-05,0.009725065808715998,,
Jeremiah A Aakre,2,75,,5.952012064855783e-07,0.002559227844398947,,
Randolph S Marks,2,75,,5.952012064855783e-07,0.002559227844398947,,
Gerjan J Navis,3,75,,2.000897360304289e-06,0.024787949692892657,,
Jeffrey A Lieberman,3,75,,3.7254629858556693e-06,0.0018280198888563908,,
Barbara E Engelhardt,3,75,,8.886533076070021e-07,0.008847616262064931,,
Winfred W Williams,2,75,,2.3154827416016778e-07,0.0044603685288095935,,
Finian Martin,2,75,,2.3154827416016778e-07,0.0044603685288095935,,
Tamara T Koopmann,2,75,,8.283323029990378e-05,0.017329628546358583,,
Catherine Godson,2,75,,2.3154827416016778e-07,0.0044603685288095935,,
L Padyukov,3,75,,0.00021360292054392745,0.004606610119918105,,
Claude Deschamps,2,75,,5.952012064855783e-07,0.002559227844398947,,
Takashi Asada,2,75,,1.3456169636839199e-05,0.002778590231061714,,
Ananth Viswanathan,3,75,,7.1821030406113e-07,0.01001754899093302,,
Mai Ngoc Lanh,2,75,,5.106119983929829e-07,0.0018280198888563908,,
J T Becker,3,75,,1.1589978513552566e-05,0.009578824217607487,,
B M Buckley,3,75,,1.3452210823805161e-05,0.009725065808715998,,
Gareth J McKay,2,75,,2.3154827416016778e-07,0.0044603685288095935,,
Kristin Alexiusdottir,3,75,,5.542764630249208e-07,0.006580871599883006,,
Nicolae Mircea Panduru,2,75,,2.3154827416016778e-07,0.0044603685288095935,,
Paul Freudenberger,4,75,,1.476446057572132e-05,0.01674466218192454,,
Hendrik B Sager,2,75,,7.304719334807499e-06,0.007385200350979819,,
John Novembre,2,75,,3.985118389378673e-06,0.004825972506580871,,
Margit Heier,3,75,,1.0738328317239523e-06,0.01052939455981281,,
Denise M Sadlier,2,75,,2.3154827416016778e-07,0.0044603685288095935,,
G Heiss,3,74,,7.90828026868024e-06,0.010456273764258554,,
Philippe Corcia,2,74,,1.2813782648521338e-06,0.00804328751096812,,
Huateng Huang,2,74,,6.134626486965012e-06,0.006800233986545773,,
Kathryn G Roberts,2,74,,2.8352035048696886e-07,0.002559227844398947,,
Sally A Doherty,2,74,,7.954583241757515e-08,0.003729160573267037,,
Kenichi Tanaka,2,74,,1.0598068292950221e-05,0.00233986545773618,,
Chau-Chyun Sheu,2,74,,2.130015447418888e-06,0.002193623866627669,,
Benjamin J Keller,2,74,,6.134626486965012e-06,0.006800233986545773,,
Meraida Polak,2,74,,1.2813782648521338e-06,0.00804328751096812,,
David M Levine,3,74,,9.344060633424767e-06,0.0038754021643755483,,
Huberta von Eller-Eberstein,2,74,,1.3824446081787387e-06,0.002705469435507458,,
J Derringer,2,74,,2.349119578487905e-06,0.005703422053231939,,
Ludger Schols,2,74,,9.243274572835258e-07,0.0022667446621819245,,
Philip Wells,2,74,,2.984185741468213e-06,0.006800233986545773,,
Feng Yue,2,74,,2.8352035048696886e-07,0.002559227844398947,,
Yu-Sun Chang,3,74,,7.07465415734492e-06,0.0015355367066393682,,
Jian Xu,2,74,,6.358319867136384e-08,0.0014624159110851126,,
Claudia J Kruithof,2,74,,2.285849644744356e-07,0.002705469435507458,,
John H Krystal,3,74,,7.731554438734361e-07,0.0010236911377595789,,
Friedrich Asmus,2,74,,9.243274572835258e-07,0.0022667446621819245,,
Richard C Harvey,2,74,,2.8352035048696886e-07,0.002559227844398947,,
Bo Wan,2,73,,2.4415730056573647e-07,0.00402164375548406,,
Roseanne Peel,3,73,,9.242162654238516e-06,0.012430535244223457,,
Keith D K Luk,2,73,,6.631899892764041e-06,0.003363556595495759,,
Philip Tombleson,2,73,,2.174519196257084e-06,0.0021205030710734134,,
Jianhua Yin,2,73,,2.4415730056573647e-07,0.00402164375548406,,
Long Yu,2,73,,2.4415730056573647e-07,0.00402164375548406,,
Maria Paula Curado,3,73,,9.197857463499686e-07,0.00870137467095642,,
P Scheet,2,73,,5.5816903184541885e-06,0.0021205030710734134,,
Qing Yi,2,73,,2.4415730056573647e-07,0.00402164375548406,,
Ranjan Deka,4,73,,2.412690517776696e-05,0.0044603685288095935,,
Xiangtian Zhou,4,73,,0.0001747934144699585,0.012576776835331968,,
James T Willerson,2,73,,0.0,0.002705469435507458,,
James Bentham,2,73,,2.174519196257084e-06,0.0021205030710734134,,
Tao Feng,2,73,,5.4398434592476526e-08,0.0015355367066393682,,
Pei-Xin Lu,2,73,,2.4415730056573647e-07,0.00402164375548406,,
Yuan-Feng Zhou,2,73,,2.4415730056573647e-07,0.00402164375548406,,
James W Vaupel,2,73,,1.755021370514852e-05,0.004972214097689383,,
Lingyan Chen,2,73,,2.174519196257084e-06,0.0021205030710734134,,
De-Ke Jiang,2,73,,2.4415730056573647e-07,0.00402164375548406,,
Wei Jiang,2,73,,2.4415730056573647e-07,0.00402164375548406,,
Patricia P Chang,2,73,,0.0,0.002705469435507458,,
Katja Petrovic,3,73,,1.7440963787598571e-06,0.013892951155308569,,
Xi-Dai Long,2,73,,2.4415730056573647e-07,0.00402164375548406,,
Shiow J Lin,2,73,,8.269991417652295e-07,0.0016817782977478794,,
Victor Wunsch-Filho,3,73,,9.197857463499686e-07,0.00870137467095642,,
Xiaoli Gu,2,73,,2.4415730056573647e-07,0.00402164375548406,,
Wei-Hua Ren,2,73,,2.4415730056573647e-07,0.00402164375548406,,
Yu-Zhen Gao,2,73,,2.4415730056573647e-07,0.00402164375548406,,
Xiao-Pin Ma,2,73,,2.4415730056573647e-07,0.00402164375548406,,
Hongwei Zhang,2,73,,2.4415730056573647e-07,0.00402164375548406,,
Pengyin Zhang,2,73,,2.4415730056573647e-07,0.00402164375548406,,
Peiquan Zhao,4,73,,4.172254891056747e-05,0.01001754899093302,,
Daniel Koller,4,73,,4.80498776902185e-05,0.004899093302135127,,
Brian Henderson,3,73,,4.97984014657871e-06,0.010090669786487276,,
Daniel L Dries,2,73,,1.5052049599330516e-07,0.004241006142146827,,
D L Nicolae,2,73,,3.055286435175555e-05,0.003363556595495759,,
Hui-Xing Huang,2,73,,2.4415730056573647e-07,0.00402164375548406,,
Kuixing Zhang,2,72,,8.581787665062261e-06,0.0016086575021936238,,
Antonio Gomez-Caamano,4,72,,1.0162439227589502e-05,0.0029248318221702253,,
Clemens R Scherzer,2,72,,3.233616816665165e-06,0.001974261479964902,,
Cynthia Thomson,2,72,,4.632153508243691e-07,0.004752851711026616,,
Katharina Schramm,2,72,,2.2838931478112882e-06,0.0110412401286926,,
Xue-Qing Yu,2,72,,8.116222117716067e-07,0.0026323486399532025,,
S E Bergen,3,72,,0.00010442556132776695,0.003290435799941503,,
Brian McEvoy,2,72,,1.1686841191523228e-06,0.0016817782977478794,,
Jian Chen,2,72,,8.116222117716067e-07,0.0026323486399532025,,
Andre Lacour,2,72,,2.7097923918040235e-06,0.0058496636443404505,,
Jin-Quan Wang,2,72,,8.116222117716067e-07,0.0026323486399532025,,
Mikael von Und Zu Fraunberg,3,72,,6.865499860910485e-06,0.006580871599883006,,
Rae S M Yeung,2,72,,1.4459900244504358e-05,0.0032173150043872476,,
Antonello Pani,2,72,,2.8682637753135686e-05,0.007458321146534074,,
Zhi-Hong Liu,2,72,,8.116222117716067e-07,0.0026323486399532025,,
Hidetoshi Kitajima,2,72,,5.256947152336448e-07,0.0032173150043872476,,
James Curtis,2,72,,1.5990588675033062e-06,0.0021205030710734134,,
Soma Das,3,72,,3.64128486680753e-06,0.002997952617724481,,
Majken Jensen,2,72,,2.508552392018364e-07,0.010968119333138345,,
Haitao Yang,2,72,,5.645472572397548e-06,0.003363556595495759,,
Theo S Plantinga,3,72,,4.628987736759194e-06,0.010090669786487276,,
Aki Laakso,3,72,,6.865499860910485e-06,0.006580871599883006,,
Hiroyuki Asano,2,72,,5.256947152336448e-07,0.0032173150043872476,,
Akihiro Fujioka,2,72,,0.0,0.0016817782977478794,,
Amy Luke,2,72,,3.171550077091916e-06,0.01842644047967242,,
D M Ruderfer,3,72,,0.00010442556132776695,0.003290435799941503,,
Xue-Qing Tang,2,72,,8.116222117716067e-07,0.0026323486399532025,,
Songtao Ben,2,71,,4.658869952513757e-06,0.0024129862532904357,,
H Nicolini,2,71,,1.1267715742695498e-05,0.0053378180754606605,,
H-J Grabe,2,71,,7.569786620484807e-06,0.004533489324363849,,
Paul Ridker,2,71,,8.961609451104029e-07,0.01754899093302135,,
Eugen Gramer,2,71,,1.03746415817316e-06,0.0038022813688212928,,
J P Wietze van der Veen,2,71,,4.658869952513757e-06,0.0024129862532904357,,
Albert Wolkerstorfer,2,71,,4.658869952513757e-06,0.0024129862532904357,,
Gabriele Valentini,2,71,,2.2319200815079886e-06,0.002705469435507458,,
Konstantinos Gousias,3,71,,1.305946326552648e-06,0.004972214097689383,,
Jens R Wendland,2,71,,6.349930375701989e-06,0.005922784439894706,,
Marco Matucci-Cerinic,2,71,,2.2319200815079886e-06,0.002705469435507458,,
Valeria Riccieri,2,71,,2.2319200815079886e-06,0.002705469435507458,,
Peter Rossing,3,71,,1.0337641937748962e-06,0.005703422053231939,,
Jennifer G Robinson,2,71,,1.639287349859775e-07,0.0013161743199766012,,
Anke Hartmann,2,71,,4.658869952513757e-06,0.0024129862532904357,,
Rosalie M Luiten,2,71,,4.658869952513757e-06,0.0024129862532904357,,
Luc Mouthon,2,71,,2.8178626933954206e-06,0.002705469435507458,,
Brooke Fridley,2,71,,3.026749915380321e-06,0.008262649897630887,,
Manfred Wuhrer,2,71,,4.8986565347511464e-08,0.0024129862532904357,,
C N Pato,2,71,,1.1267715742695498e-05,0.0053378180754606605,,
Paola Caramaschi,2,71,,2.2319200815079886e-06,0.002705469435507458,,
Rhys Fogarty,2,71,,1.1668041970589282e-06,0.007750804328751097,,
Karoline I Gaede,3,71,,1.4499113705494909e-08,0.0019011406844106464,,
M T Pato,2,71,,1.1267715742695498e-05,0.0053378180754606605,,
B Konte,2,71,,9.441899152561227e-07,0.005410938871014916,,
Sara Knott,3,71,,5.766642674698216e-08,0.0028517110266159697,,
