,PUBMEDID,N,In Charge,DATASETS,Consortia,NOTES
1399,27236921,10538,,,,
1400,25431337,10519,Pilar,Epidemiological study of Genetics and Environment of Asthma (EGEA); Hutterites (Hutterites),,
1401,21694764,10506,Pilar,Australian Twin-Family Studies (AUSTWIN); Australian Twin-Family Studies (AUSTWIN),,
1402,21799836,10502,Pilar,NO NAME,,"patients recruited from outpatient departments of Ruijin Hospital
controls were recruited from glucose survey in Youyi community, Baoshan district, Shanghai
Replication1= Shanghai and Jiangsu province (Central Han)
Replication2 =  Southern China (Southern Han) 
"
1403,19249006,10488,,,,
1404,23652523,10485,Pilar,Study of Health in Pomerania (SHIP); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); Study of Health in Pomerania Trend (SHIP-TREND),,
1405,21841780,10462,,,,
1406,26025379,10439,,,,
1407,20981099,10430,,,,
1408,25646338,10421,Pilar,Coronary Artery Risk Development in Young Adults (CARDIA); Cardiovascular Health Study (CHS); Genetics of Lipid Lowering Drugs and Diet Network study (GOLDN),CHARGE Consortium,
1409,21544081,10391,,,,
1410,18264097,10382,,,,
1411,20522523,10380,Pilar,UK National Blood Donor Service (UKBS); Wellcome Trust Case Control Consortium 2 (WTCCC2); Duke Memory study (DuMS); Vantaa85+ (Vantaa85+); Study of Irish Amyotrophic (SoIA),,
1412,22532574,10367,Pilar,Mayo Clinic Breast Cancer Study (MCBCS); Mayo Venous Thromboembolism Study (Mayo VTE); Mayo Clinic Ovarian Cancer Study (MOCS); European Prospective Investigation into Cancer (EPIC); Nurses Health Study (NHS); Nurses Health Studies II (NHS2); Singapore and Sweden Breast Cancer Study (SASBAC); Toronto case-control study (TCCS); Sisters in Breast Screening (SIBS); Mayo Pharmacogenetics Research Network Aromatase Inhibitor AI Study (Mayo PGRN); Breast Cancer Family Study (MBCFS),MODE,
1413,23092984,10344,Pilar,German BP sample (German BP),"National Institute of Mental Health Bipolar Disorder Consortium (NIMH), the Wellcome Trust Case_Control Consortium (WTCCC)",Not clear description about German sample
1414,25080503,10336,Pilar,Framingham Heart Study (FHS); Gothenburg Osteoporosis and Obesity Determinants study (GOOD),,
1415,28580392,10305,Pilar,"BioVU, the Vanderbilt DNA Databank project (BioVu); Cardiovascular Health Study (CHS); Health, Aging, and Body Composition Study (Health ABC); Johnston County Osteoarthritis Project (JOCO); Womens Health Initiative (WHI)",,
1416,22420046,10301,,,,
1417,28373541,10295,,,,
1418,26394188,10291,,,,
1419,22941191,10290,,,,
1420,23512250,10284,,,,
1421,23371916,10282,Pilar,Dongfeng-Tongji cohort study (DFTJ),,
1422,24094242,10282,Pilar,Dongfeng-Tongji cohort study (DFTJ),,
1423,21216879,10280,Pilar,Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Cooperative Health Research in the Region of Augsburg (KORA); Study of Health in Pomerania (SHIP),,
1424,25108383,10276,,,,
1425,23143602,10263,,,,
1426,18264096,10234,,,,
1427,19110211,10223,Pilar,Cooperative Health Research in the Region of Augsburg F3 500K (KORA F3 500K); UK National Blood Donor Service (UKBS),,
1428,22037551,10176,,,,
1429,29310926,10172,,,,
1430,27402877,10170,,,,
1431,21399635,10137,,,,
1432,23708191,10124,,,,
1433,22823124,10091,Pilar,UK Adult Twin Register (TwinsUK); Australian Twin-Family Studies (AUSTWIN),,
1434,24165912,10078,,,,
1435,23146381,10059,,,,
1436,20543847,10046,,,,
1437,28374850,10034,,,,
1438,18451265,10007,Pilar,Epidemiological Study on the Insulin Resistance syndrome study (DESIR); Epidemiological Study on the Insulin Resistance syndrome study (DESIR); Northern Finnish Birth Cohort Study 1986 (NFBC1986),,
1439,21626137,10000,,,,
1440,20436469,9978,,,,
1441,24952865,9978,Pilar,PLATO trial (PLATO),,
1442,28087736,9959,,,,
1443,25017104,9953,Pilar,US NIH CoFAR EoE cohort (USNIHFAREE); Cincinnati Genomic Control Cohort (CCHMC); University of Michigan study (Michigan); Mount Sinai Hospital (MSH); University of North Carolina (UNC); Johns Hopkins University (JHU); University of Colorado Health Center/National Jewish Research Center and Arkansas Childrens Hospital (NJRCACH),,The acronyms of this study is very large
1444,20639394,9937,Pilar,Korean Association Resource Project (KARE); KIOM stage II (KIOM-II),,
1445,22504418,9927,Pilar,Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); Austrian Stroke Prevention Study (ASPS); Framingham Heart Study (FHS); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III),CHARGE; ,
1446,21532571,9920,,,,
1447,27191271,9913,Pilar,NO NAME,,"There is no offcial name for the cohorts. The name correspond to the place were the sample belong. 
Shandong, Shangai, Hubei, Shaanxi, Sichuan, Center"
1448,21160077,9911,,,,
1449,28062665,9910,,,,
1450,21044948,9903,,,,
1451,28641744,9896,,,,
1452,21878437,9894,,,,
1453,23563609,9850,,,,
1454,23933737,9830,,,,
1455,20304771,9816,,,,
1456,20167578,9813,Pilar,Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Rotterdam Study (RS),CHARGE,
1457,25055868,9799,,,,
1458,25199915,9793,Pilar,Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Study of Osteoporotic Fractures (SOF); Cardiovascular Health Study (CHS); Osteoporotic Fractures in Men Study (MrOS); Framingham Heart Study (FHS),CHARGE Consortium,
1459,23805179,9786,Pilar,ENIGMA (ENIGMA); IMAGEN (IMAGEN),Mind Clinical Imaging Consortium (MCIC); IMAGEN Consortium; ENIGMA,"Massachusetts General Hospital in Boston (MGH) and the Universities of Iowa (UI), Minnesota (UMN) and New Mexico (UNM)"
1460,26763874,9777,Pilar,Korean Association Resource Project (KARE),,
1461,25111785,9749,,,,
1462,23297363,9723,,,,
1463,26029870,9721,,,,
1464,21460842,9718,,,,
1465,19188921,9714,,,,
1466,29868224,9705,,,,
1467,19578364,9635,,,,
1468,25006744,9614,,,,
1469,20062062,9609,,,,
1470,19349984,9605,,,,
1471,19525955,9597,,,,
1472,27244555,9569,,,,
1473,23055271,9569,,,,
1474,26732621,9534,Pilar,UK GWAS Stage 1 (UK1),ReproGen Consortium,
1475,21640322,9533,Pilar,NO NAME,,Chinese population
1476,22219177,9515,Pilar,Cancer Prostate in Sweden (CAPS); Johns Hopkins Hospital (JHH); National Cancer Institute Cancer Genetic Markers of Susceptibility (CGEMS),,
1477,25616667,9514,,,,
1478,20463881,9494,,,,
1479,18227835,9481,,,,
1480,19414484,9464,Pilar,Framingham Heart Study (FHS); Rotterdam Study (RS); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES),,
1481,23028347,9459,,,,
1482,28247064,9447,,,,
1483,21116278,9438,,,,
1484,20802025,9424,Pilar,Atherosclerosis Risk in Communities Study (ARIC),,
1485,29731509,9410,,,,
1486,29065852,9396,,,,
1487,23401653,9383,,,,
1488,24908248,9380,,,,
1489,23455491,9365,,,,
1490,26174136,9359,,,,
1491,28806749,9347,,,,
1492,27915449,9320,Pilar,Cohorte Lausannoise (CoLaus); Italian Network on Genetic Isolates-Val Borbera (INGI-Val Borbera); Italian Network on Genetic Isolates-Carlantino (INGI-Carlantino); CROATIA-Vis Island Study (CROATIA-VIS); CROATIA-Korcula Study (CROATIA-KORCULA); CROATIA-Split Study (CROATIA-SPLIT); Lothian Birth Cohort Studies 1936 (LBC1936),,
1493,23996088,9318,,,,
1494,27106561,9314,Pilar,Cancer Center of Nanjing Medical University (CCNMU),,"Han Chinese population, no detail about the names of the samples only names of the cities were subjects are from"
1495,19910028,9306,,,,
1496,26265699,9300,,,,
1497,22808956,9293,,,,
1498,22936702,9275,,,,
1499,25865352,9274,,,,
1500,24978480,9270,,,,
1501,25158072,9260,Pilar,NO NAME,,"TS sample: individuals recruited from 20 sites in the US, Canada, UK, Netherlands, and Israel, and included subjects of general European (EU) ancestry as well as two EU-derived population isolates of Ashkenazi Jewish (AJ) and French Canadian (FC) descent
OCD sample: sites in North, Central and South America, Europe, the United Arab Emirates, and South Africa, only subjects of European ancestry (EU, AJ, and EU-derived Afrikaner (SA) descent) were included in the current study.
control sample: European Caucasian controls"
1502,27797806,9248,,,,
1503,28680059,9239,,,,
1504,26908625,9231,,,,
1505,17903299,9187,Pilar,National Study of Colorectal Cancer Genetics (NSCCG); Genetic Lung Cancer Predisposition Study (GELCAPS); Royal Marsden Hospital Trust/Institute of Cancer Research Family History and DNA Registry (RMHT); European Collection of Cell Cultures (ECACC); United Kingdom Colorectal Adenoma Prevention (UKCAP),CORGI,
1506,28224759,9179,Pilar,Framingham Heart Study (FHS); Kansas-City Osteoporosis Study (KCOS); Omaha Osteoporosis Study (OOS),,
1507,27311723,9174,,,,
1508,21423719,9173,,,,
1509,21750111,9163,,,,
1510,26686025,9158,,,,
1511,23568457,9146,,,,
1512,20173748,9134,,,,
1513,18780872,9122,Pilar,Hapmap (Hapmap); GELCC familial lung cancer samples (GELCC); NO NAME,,
1514,21208937,9090,,,,
1515,22589742,9089,,,,
1516,23583980,9065,,,,
1517,23535967,9049,Pilar,Atherosclerosis Risk in Communities Study (ARIC),,
1518,24824216,9049,,,,
1519,18997786,9027,,,,
1520,21685912,9012,,,,
1521,24532677,9009,,,,
1522,25710614,9001,,,,
1523,22005930,8992,,,,
1524,25248455,8977,,,,
1525,25271088,8962,,,,
1526,20032318,8956,,,,
1527,24387323,8943,,,,
1528,27629089,8941,,,,
1529,17401366,8917,,,,
1530,22837380,8878,,,,
1531,20395239,8864,,,,
1532,24315451,8858,,,,
1533,23303382,8842,,,,
1534,19893584,8842,Pilar,Korean Genome Epidemiology Study (KoGES); Department of Pediatrics at the (Pediatrics),,
1535,25705158,8842,Pilar,Korean Association Resource Project (KARE),,
1536,28273873,8839,Pilar,Korean Genome Epidemiology Study (KoGES); Ansan Study (Ansan); Ansung Study (Ansung),,
1537,26219847,8838,,,,
1538,22513714,8834,Pilar,Korean Genome Epidemiology Study (KoGES),Korea Association REsource (KARE) Analysis Consortium,
1539,30045251,8832,,,,
1540,23349640,8829,,,,
1541,26965164,8794,,,,
1542,22286212,8793,,,,
1543,21862451,8791,,,,
1544,25109461,8775,,,,
1545,28836065,8763,,,,
1546,28025584,8755,Pilar,NO NAME,,"This study included affected case subjects
 and unaffected control subjects from ten independent populations of European ancestry: Spain, UK , Italy, North America , Germany, France (114 case , Norway,
the Netherlands,  Switzerland and Ireland"
1547,24489884,8747,Pilar,Atherosclerosis Risk in Communities Study (ARIC),,
1548,27285765,8747,,,,
1549,25317112,8738,Pilar,Korean Association Resource Project (KARE),,
1550,21041247,8737,,,,
1551,22333899,8724,,,,
1552,22788528,8722,Pilar,NO NAME,Korea Association REsource (KARE),"There are not details about the datasets used by KARE consortium, in the paper or the sumplementary tables"
1553,23505323,8722,,,,
1554,18385676,8709,,,,
1555,19010793,8709,,,,
1556,28649644,8703,Pilar,SIGNAL (SIGNAL); PHArmacogenetic study of Statin in the Elderly at risk (PHASE),,
1557,22001756,8697,,,,
1558,25644374,8683,Pilar,International Agency for Research on Cancer Study (IARC); MD Anderson Cancer Center Study (MDACCS); HMGU (HMGU); National Cancer Institute (NCI); Mount Sinai Hospital (MSH); Princess Margaret Hospital in Toronto (PMHT); Multiethnic Cohort Study of Diet and Health (MEC); Harvard (Harvard),,
1559,22120009,8674,,,,
1560,22197933,8661,,,,
1561,25972035,8651,,,,
1562,17401363,8595,,,,
1563,19221038,8586,,,,
1564,26433129,8572,,,,
1565,18455228,8557,,,,
1566,27018472,8552,,,,
1567,24740154,8543,,,,
1568,24763700,8529,,,,
1569,19300500,8526,,,,
1570,22144915,8513,,,,
1571,20832056,8487,,,,
1572,28449029,8474,,,,
1573,18514160,8463,,,,
1574,23328707,8454,,,,
1575,22158540,8452,,,,
1576,24658283,8431,,,,
1577,23979607,8426,,,,
1578,23456168,8415,,,,
1579,28386217,8413,,,,
1580,25569183,8408,,,,
1581,24325915,8385,,,,
1582,18821565,8370,,,,
1583,20852631,8369,,,,
1584,23749188,8358,,,,
1585,21124317,8348,,,,
1586,28672053,8343,,,,
1587,27002377,8328,,,,
1588,29404672,8298,,,,
1589,22832961,8292,,,,
1590,19820699,8288,,,,
1591,22080838,8280,,,,
1592,18252221,8273,,,,
1593,28869801,8271,,,,
1594,21347284,8269,,,,
1595,21981779,8249,,,,
1596,21931568,8243,,,,
1597,22889921,8222,,,,
1598,23708190,8217,,,,
1599,28425483,8192,,,,
1600,25194280,8190,,,,
1601,20421499,8186,,,,
1602,29346644,8163,,,,
1603,19193627,8137,,,,
1604,21490949,8135,,,,
1605,26293465,8111,,,,
1606,27387956,8102,,,,
1607,22359512,8068,,,,
1608,22290723,8057,,,,
1609,21378986,8053,,,,
1610,27206850,8051,,,,
1611,22470424,8040,,,,
1612,17658951,8004,,,,
1613,28754779,7999,,,,
1614,26663301,7981,,,,
1615,22544364,7975,,,,
1616,21750679,7948,,,,
1617,20585324,7926,,,,
1618,20101243,7911,,,,
1619,22895189,7908,,,,
1620,25044758,7898,,,,
1621,17554261,7892,,,,
1622,18957941,7875,,,,
1623,23894154,7872,,,,
1624,22210626,7872,,,,
1625,19851299,7850,,,,
1626,26365420,7842,,,,
1627,19648918,7823,,,,
1628,29071344,7822,,,,
1629,20421936,7810,,,,
1630,25476525,7803,,,,
1631,21729881,7781,,,,
1632,19812673,7772,,,,
1633,28167838,7762,,,,
1634,22700719,7760,,,,
1635,29725004,7755,,,,
1636,28076899,7746,,,,
1637,28254843,7746,,,,
1638,25234806,7746,,,,
1639,24871321,7727,,,,
1640,25534755,7725,,,,
1641,27927641,7717,,,,
1642,21278746,7712,,,,
1643,25758996,7706,,,,
1644,29170429,7704,,,,
1645,28843169,7703,,,,
1646,23929743,7702,,,,
1647,24101674,7674,,,,
1648,27816938,7666,,,,
1649,20172861,7665,,,,
1650,20410501,7656,,,,
1651,25884002,7641,,,,
1652,19081515,7620,,,,
1653,28333968,7618,,,,
1654,23565138,7614,,,,
1655,29246937,7614,,,,
1656,21700265,7607,,,,
1657,29489655,7596,,,,
1658,29503163,7584,,,,
1659,24399259,7582,,,,
1660,26252872,7581,,,,
1661,22949513,7578,,,,
1662,19853236,7558,,,,
1663,25935875,7506,,,,
1664,19114657,7478,,,,
1665,21665994,7465,,,,
1666,22494929,7463,,,,
1667,23903356,7463,,,,
1668,20694013,7458,,,,
1669,23259602,7443,,,,
1670,23406873,7436,,,,
1671,20169177,7416,,,,
1672,22367438,7413,,,,
1673,19268274,7388,,,,
1674,20038947,7385,,,,
1675,17634449,7383,,,,
1676,21665993,7360,,,,
1677,23989729,7353,,,,
1678,22951594,7352,,,,
1679,19802338,7352,,,,
1680,26312577,7342,,,,
1681,20719862,7327,,,,
1682,21441931,7322,,,,
1683,20370913,7309,,,,
1684,24413707,7302,,,,
1685,23056639,7292,,,,
1686,21044949,7256,,,,
1687,24465473,7245,,,,
1688,26675016,7240,,,,
1689,18311140,7238,,,,
1690,18660810,7218,,,,
1691,28979897,7214,,,,
1692,20601957,7199,,,,
1693,28282560,7189,,,,
1694,23482656,7180,,,,
1695,26199339,7178,,,,
1696,27397699,7175,,,,
1697,21896673,7155,,,,
1698,17982456,7149,,,,
1699,25186300,7148,,,,
1700,25108386,7141,,,,
1701,24951543,7140,,,,
1702,17848626,7139,,,,
1703,20966902,7131,,,,
1704,29453348,7130,,,,
1705,21372407,7128,,,,
1706,29097723,7128,,,,
1707,26433762,7120,,,,
1708,22915352,7116,,,,
1709,28886140,7110,,,,
1710,17684544,7101,,,,
1711,25383866,7100,,,,
1712,20877124,7068,,,,
1713,27696742,7066,,,,
1714,24535457,7056,,,,
1715,23836780,7041,,,,
1716,27612410,7036,,,,
1717,23263444,7021,,,,
1718,24511991,7017,,,,
1719,27400856,7006,,,,
1720,20031582,6993,,,,
1721,19419973,6992,,,,
1722,24049095,6990,,,,
1723,22331829,6989,,,,
1724,24656865,6968,,,,
1725,27846195,6950,,,,
1726,21573128,6950,,,,
1727,20953186,6948,,,,
1728,24047820,6948,,,,
1729,20602913,6937,,,,
1730,26859814,6931,,,,
1731,28800628,6930,,,,
1732,23437003,6930,,,,
1733,17952075,6918,,,,
1734,20711177,6901,,,,
1735,28990359,6901,,,,
1736,18836448,6890,,,,
1737,25189868,6889,,,,
1738,26824906,6886,,,,
1739,21499248,6880,,,,
1740,23216389,6880,,,,
1741,21151127,6876,,,,
1742,20031579,6875,,,,
1743,26325155,6858,,,,
1744,22541561,6802,,,,
1745,25214527,6801,,,,
1746,17293876,6786,,,,
1747,25552591,6758,,,,
1748,29695241,6754,,,,
1749,27485664,6750,,,,
1750,22889924,6745,,,,
1751,22327514,6739,,,,
1752,23417110,6728,,,,
1753,20418485,6722,,,,
1754,18204446,6708,,,,
1755,20707712,6707,,,,
1756,20305777,6693,,,,
1757,23844046,6692,,,,
1758,24244560,6691,,,,
1759,19729412,6687,,,,
1760,22968431,6678,,,,
1761,23381795,6674,,,,
1762,20442857,6668,,,,
1763,24468470,6655,,,,
1764,26333835,6646,,,,
1765,22570617,6633,,,,
1766,24842889,6630,,,,
1767,24047826,6617,,,,
1768,21149283,6616,,,,
1769,22916037,6608,,,,
1770,22613542,6592,,,,
1771,21623375,6585,,,,
1772,23572186,6581,,,,
1773,18604267,6578,,,,
1774,23575227,6577,,,,
1775,26503814,6577,,,,
1776,20516156,6566,,,,
1777,29273593,6553,,,,
1778,20303062,6548,,,,
1779,21408207,6530,,,,
1780,28540843,6507,,,,
1781,18239089,6500,,,,
1782,22101970,6488,,,,
1783,27723758,6487,,,,
1784,24816038,6477,,,,
1785,23321320,6472,,,,
1786,25134534,6471,,,,
1787,23472185,6459,,,,
1788,22238593,6449,,,,
1789,25649181,6443,,,,
1790,26291516,6434,,,,
1791,24124408,6428,,,,
1792,23207799,6416,,,,
1793,23752247,6408,,,,
1794,27262462,6404,,,,
1795,19349983,6387,,,,
1796,28460022,6384,,,,
1797,17846125,6381,,,,
1798,26417704,6365,,,,
1799,21124955,6348,,,,
1800,17668382,6346,,,,
1801,18439548,6345,,,,
1802,24942650,6340,,,,
1803,28701861,6332,,,,
1804,23247145,6318,,,,
1805,26553974,6315,,,,
1806,21646302,6307,,,,
1807,20887962,6305,,,,
1808,18204098,6301,,,,
1809,19488044,6293,,,,
1810,17804836,6291,,,,
1811,29271184,6290,,,,
1812,23740775,6288,,,,
1813,27656708,6276,,,,
1814,26766742,6273,,,,
1815,26632684,6252,,,,
1816,19403135,6247,,,,
1817,18198356,6241,,,,
1818,24753544,6241,,,,
1819,29378355,6240,,,,
1820,24002674,6236,,,,
1821,24023788,6224,,,,
1822,21814517,6212,,,,
1823,29379196,6206,,,,
1824,20686608,6200,,,,
1825,29263008,6197,,,,
1826,28012008,6177,,,,
1827,21533074,6171,,,,
1828,22012869,6169,,,,
1829,27005419,6160,,,,
1830,25784220,6136,,,,
1831,22466613,6135,,,,
1832,26077951,6125,,,,
1833,22479346,6118,,,,
1834,22605921,6111,,,,
1835,29844195,6110,,,,
1836,22232737,6110,,,,
1837,20400458,6106,,,,
1838,22863734,6100,,,,
1839,22384361,6092,,,,
1840,22412388,6089,,,,
1841,24023261,6087,,,,
1842,22291609,6086,,,,
1843,19656524,6062,,,,
1844,29212897,6049,,,,
1845,29158497,6042,,,,
1846,20222955,6041,,,,
1847,29631748,6035,,,,
1848,21703634,6033,,,,
1849,19122664,6027,,,,
1850,23527680,6018,,,,
1851,18439552,6015,,,,
1852,21573004,6014,,,,
1853,22432041,5994,,,,
1854,23291585,5989,,,,
1855,22446040,5980,,,,
1856,29531279,5978,,,,
1857,21399633,5966,,,,
1858,27207650,5941,,,,
1859,27195777,5935,,,,
1860,22694956,5934,,,,
1861,20838585,5934,,,,
1862,26420894,5928,,,,
1863,18463370,5923,,,,
1864,23511034,5922,,,,
1865,25023989,5921,,,,
1866,29875475,5904,,,,
1867,23983088,5902,,,,
1868,23571587,5896,,,,
1869,22561518,5889,,,,
1870,29423119,5887,,,,
1871,20700438,5868,,,,
1872,22561531,5855,,,,
1873,21886828,5842,,,,
1874,24189344,5842,,,,
1875,23953852,5824,,,,
1876,28627999,5822,,,,
1877,29059430,5818,,,,
1878,21423239,5815,,,,
1879,18997785,5804,,,,
1880,28008999,5792,,,,
1881,18464913,5790,,,,
1882,22672568,5787,,,,
1883,23010768,5776,,,,
1884,21124946,5769,,,,
1885,23468962,5761,,,,
1886,28447399,5749,,,,
1887,25918841,5746,,,,
1888,28289848,5744,,,,
1889,22377092,5724,,,,
1890,29545352,5715,,,,
1891,29728394,5706,,,,
1892,27490719,5704,,,,
1893,24595857,5675,,,,
1894,20202923,5674,,,,
1895,25786224,5669,,,,
1896,29240982,5655,,,,
1897,25775280,5643,,,,
1898,20570966,5630,,,,
1899,24564958,5628,,,,
1900,25798622,5624,,,,
1901,20729852,5623,,,,
1902,24097066,5622,,,,
1903,25057126,5618,,,,
1904,22342860,5615,,,,
1905,27770636,5609,,,,
1906,17632545,5608,,,,
1907,17997608,5606,,,,
1908,18846501,5606,,,,
1909,20639880,5585,,,,
1910,26352407,5552,,,,
1911,22508271,5550,,,,
1912,21098978,5543,,,,
1913,19448619,5539,,,,
1914,17529973,5535,,,,
1915,20453840,5534,,,,
1916,22936669,5526,,,,
1917,22446962,5508,,,,
1918,27883235,5507,,,,
1919,19465909,5503,,,,
1920,27599772,5501,,,,
1921,26879886,5495,,,,
1922,27515689,5487,,,,
1923,20332263,5480,,,,
1924,24825563,5478,,,,
1925,25934476,5448,,,,
1926,21701570,5439,,,,
1927,25820613,5433,,,,
1928,23408455,5430,,,,
1929,19181680,5427,,,,
1930,21900946,5426,,,,
1931,28358029,5417,,,,
1932,20732625,5415,,,,
1933,18317468,5412,,,,
1934,20595679,5411,,,,
1935,27114598,5398,,,,
1936,24882193,5380,,,,
1937,20885792,5376,,,,
1938,22814818,5349,,,,
1939,25173107,5348,,,,
1940,28179588,5339,,,,
1941,19300482,5334,,,,
1942,28203683,5334,,,,
1943,21876681,5320,,,,
1944,23291587,5313,,,,
1945,24603532,5308,,,,
1946,26833182,5303,,,,
1947,26339675,5300,,,,
1948,25637581,5279,,,,
1949,25477429,5275,,,,
1950,24045676,5264,,,,
1951,21757650,5254,,,,
1952,22368281,5252,,,,
1953,25407941,5248,,,,
1954,22076464,5231,,,,
1955,28762467,5206,,,,
1956,25284319,5196,,,,
1957,28828242,5193,,,,
1958,27455349,5174,,,,
1959,19451621,5173,,,,
1960,20174558,5165,,,,
1961,28030426,5161,,,,
1962,23459936,5160,,,,
1963,21779381,5122,,,,
1964,21059989,5118,,,,
1965,20691247,5117,,,,
1966,21156761,5105,,,,
1967,22003120,5098,,,,
1968,21390209,5097,,,,
1969,27623284,5090,,,,
1970,20622878,5090,,,,
1971,28502801,5087,,,,
1972,24029427,5081,,,,
1973,28656603,5079,,,,
1974,29151059,5075,,,,
1975,21221126,5074,,,,
1976,22306654,5074,,,,
1977,29478698,5072,,,,
1978,19508968,5070,,,,
1979,28081215,5063,,,,
1980,26853712,5063,,,,
1981,24821223,5061,,,,
1982,25742292,5058,,,,
1983,28736931,5056,,,,
1984,16648850,5051,,,,
1985,23209447,5040,,,,
1986,28461288,5037,,,,
1987,25009551,5036,,,,
1988,19578366,5034,,,,
1989,21379329,5029,,,,
1990,22403646,5022,,,,
1991,26752167,5020,,,,
1992,23984888,4998,,,,
1993,18073375,4993,,,,
1994,22239941,4979,,,,
1995,22610502,4977,,,,
1996,24015780,4969,,,,
1997,24832863,4969,,,,
1998,24687471,4968,,,,
1999,22322875,4965,,,,
2000,18849991,4961,,,,
2001,21777205,4959,,,,
2002,20012890,4956,,,,
2003,29545823,4952,,,,
2004,23053960,4948,,,,
2005,25003214,4947,,,,
2006,22685421,4944,,,,
2007,25060954,4939,,,,
2008,19412175,4930,,,,
2009,23743675,4915,,,,
2010,23359319,4914,,,,
2011,22960237,4913,,,,
2012,21565293,4910,,,,
2013,23577725,4896,,,,
2014,18364390,4894,,,,
2015,19278955,4884,,,,
2016,28809852,4871,,,,
2017,19136949,4855,,,,
2018,25436638,4852,,,,
2019,23624525,4848,,,,
2020,26902266,4834,,,,
2021,20526338,4831,,,,
2022,24478790,4829,,,,
2023,18245381,4826,,,,
2024,18325910,4812,,,,
2025,20800221,4811,,,,
2026,24651765,4810,,,,
2027,17463248,4808,,,,
2028,19165918,4806,,,,
2029,21254220,4806,,,,
2030,20694148,4794,,,,
2031,29018042,4792,,,,
2032,26589003,4773,,,,
2033,21827660,4773,,,,
2034,23386860,4771,,,,
2035,22675492,4770,,,,
2036,21079607,4766,,,,
2037,19744961,4763,,,,
2038,21459883,4754,,,,
2039,23850713,4753,,,,
2040,29124805,4752,,,,
2041,24024963,4731,,,,
2042,28763065,4704,,,,
2043,23031429,4701,,,,
2044,27149122,4698,,,,
2045,22075249,4697,,,,
2046,22993228,4683,,,,
2047,17558408,4680,,,,
2048,17846126,4678,,,,
2049,21979947,4675,,,,
2050,28533516,4664,,,,
2051,26148204,4664,,,,
2052,28235828,4662,,,,
2053,27758888,4658,,,,
2054,24043878,4657,,,,
2055,20031603,4650,,,,
2056,23207651,4647,,,,
2057,18758461,4644,,,,
2058,21471979,4642,,,,
2059,24999842,4634,,,,
2060,20861866,4634,,,,
2061,29288229,4625,,,,
2062,25599974,4617,,,,
2063,26525574,4613,,,,
2064,29186428,4611,,,,
2065,21216876,4604,,,,
2066,24839885,4596,,,,
2067,20175129,4593,,,,
2068,17447842,4584,,,,
2069,24852370,4581,,,,
2070,29472613,4577,,,,
2071,20676096,4576,,,,
2072,23350875,4571,,,,
2073,24755620,4569,,,,
2074,26053186,4566,,,,
2075,23349225,4563,,,,
2076,21316860,4547,,,,
2077,19950302,4544,,,,
2078,19483681,4542,,,,
2079,25646370,4540,,,,
2080,28061514,4537,,,,
2081,29168253,4536,,,,
2082,22116939,4531,,,,
2083,23001122,4530,,,,
2084,28171582,4515,,,,
2085,17611496,4507,,,,
2086,27664181,4507,,,,
2087,23382809,4500,,,,
2088,19723657,4499,,,,
2089,22745674,4496,,,,
2090,25293881,4478,,,,
2091,26912274,4477,,,,
2092,20634892,4470,,,,
2093,25387707,4469,,,,
2094,21688384,4460,,,,
2095,29408531,4452,,,,
2096,24182552,4443,,,,
2097,20876614,4436,,,,
2098,25387706,4424,,,,
2099,28334792,4419,,,,
2100,20529992,4412,,,,
2101,22027810,4397,,,,
2102,21428769,4389,,,,
2103,22951595,4384,,,,
2104,17637780,4381,,,,
2105,18360741,4367,,,,
2106,19714249,4355,,,,
2107,24574247,4348,,,,
2108,19247474,4342,,,,
2109,27802415,4338,,,,
2110,20596022,4332,,,,
2111,29064472,4320,,,,
2112,25337690,4318,,,,
2113,23760081,4309,,,,
2114,29208002,4292,,,,
2115,23509962,4291,,,,
2116,17804789,4287,,,,
2117,19944697,4284,,,,
2118,26079190,4275,,,,
2119,29354237,4275,,,,
2120,28630421,4262,,,,
2121,27769005,4257,,,,
2122,27244217,4256,,,,
2123,25383971,4243,,,,
2124,24604477,4241,,,,
2125,20889312,4234,,,,
2126,25855579,4230,,,,
2127,26545240,4222,,,,
2128,26629533,4221,,,,
2129,18488026,4209,,,,
2130,24770881,4208,,,,
2131,26482880,4208,,,,
2132,21878436,4201,,,,
2133,22524403,4200,,,,
2134,23727862,4194,,,,
2135,18471798,4191,,,,
2136,24047446,4190,,,,
2137,21060860,4189,,,,
2138,23982368,4188,,,,
2139,20713499,4186,,,,
2140,26209787,4184,,,,
2141,21826061,4181,,,,
2142,25524916,4176,,,,
2143,27098658,4163,,,,
2144,25562672,4156,,,,
2145,21540310,4138,,,,
2146,29521573,4125,,,,
2147,28471803,4124,,,,
2148,21956439,4116,,,,
2149,28679651,4115,,,,
2150,19798445,4110,,,,
