In Charge,PUBMEDID,DATASETS,Consortia,NOTES
Pilar,19584346,Cardiovascular Health Study (CHS); Rotterdam Study (RS); Monitoring of Trends and Determinants in Cardiovascular Disease (MONICA); Framingham Heart Study (FHS); Gutenberg Health Study (GHS); Study of Health in Pomerania (SHIP); Austrian Stroke Prevention Study (ASPS); Cooperative Health Research in the Region of Augsburg (KORA),,
Pilar,22306650,Ghanaian TB study (GTB),,"Ghana sample: patiens from Komfo Anokye Teaching Hospital in Kumasi, and Korle Bu Teaching Hospital in Accra
Gambia sample: cases were collected at major urban health centres
Indonesia sample: patients were recruited from an outpatient tuberculosis clinic, Perkumpulan Pemberantasan Tuberkulosis Indonesia (PPTI) Jakarta and from the Hasan Sadikin Hospital in Bandung. ontrol subjects were recruited from neighboring households.
Russian sample: St. Petersburg and Samara"
Pilar,19525953,International Multiple Sclerosis Genetics Consortium UK (IMSGC UK); International Multiple Sclerosis Genetics Consortium US (IMSGC US); Brigham and Womens Hospital (BWH); Gene MSA CH (Gene MSA CH); Gene MSA NL (Gene MSA NL); Gene MSA US (Gene MSA US),_GeneMSA consortium,
Pilar,18978787,UK GWAS Stage 1 (UK1); International Agency for Research on Cancer Study (IARC); Texas-GWA study (Texas),,
Pilar,27159506,Multi-Ethnic Study of Atherosclerosis (MESA); Coronary Artery Risk Development in Young Adults (CARDIA); Framingham Heart Study (FHS); Framingham Heart Study (FHS); Atherosclerosis Risk in Communities Study (ARIC),Cohorts for Heart and Aging Research in Genome Epidemiology (CHARGE),
Pilar,17618283,Ontario Registry for Studies of Familial Colorectal Cancer (OFCCR); Colorectal Cancer Genetics Study (COGS); European Prospective Investigation into Cancer (EPIC),,
Pilar,22010049,Queensland Institute of Medical Research (QIMR); Brisbane Adolescent Twins Study (BATS); Netherlands Twin Registry (NTR); Genetic Association Information Network-MDD Study (GAIN-MDD); Netherlands Twin Registry 2 (NTR2); GenomEUtwin study (GenomEUtwin); MDD2000 Study (MDD2000); Attention-deficit Hyperactivity Disorder (ADHD); Genetic Association Information Network-MDD Study (GAIN-MDD),,
Pilar,24162738,NO NAME,,"Samples from Shanghai, Jiangsu, Guangdong, and Beijing are not presented with names."
Pilar,21107343,BioBank Japan Project (BBJ); Osaka Acute Coronary Insufficiency Study (OACIS),,
Pilar,22019778,NO NAME,,"Discovery and replication 1, 2 &3= Han population (Shandong, Anhui and Jiangsu provinces (Eastern China))
Relication 3= Minority, Yunnan province (Southern China)"
Pilar,19169254,Perlegen Sciences Genotyped Discovery Samples (PSGDS),,
Pilar,27650483,Hispanic Community Health Study (HCHS),,
Pilar,23049750,BioBank Japan Project (BBJ),,
Pilar,19396169,Korean Genome Epidemiology Study (KoGES); Health2 Study (Health2),,
Pilar,28265120,ASTARRS (ASTARRS); Genetics of Substance Dependence Yale Penn (Yale-Penn),,
Pilar,21829377,Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); Cardiovascular Health Study (CHS); The Invecchiare in Chianti (InCHIANTI); Coronary Artery Risk Development in Young Adults (CARDIA); Coronary Artery Risk Development in Young Adults (CARDIA); Multi-Ethnic Study of Atherosclerosis (MESA); Multi-Ethnic Study of Atherosclerosis (MESA); Multi-Ethnic Study of Atherosclerosis (MESA); Multi-Ethnic Study of Atherosclerosis (MESA),CHARGE,
Pilar,25826619,Cancer Genome Atlas (TCGA); International Agency for Research on Cancer Study (IARC),Wellcome Trust Case Control Consortium 2 (WTCCC2),
Pilar,22959728,NO NAME,International Consortium on Amyotrophic Lateral Sclerosis Genetic (ALSGEN) ,"Samples were received from a total of 13 sources spanning the United States and Europe, including Belgium, France, the Netherlands, Ireland, Italy, Sweden, and the United Kingdom, with the Netherlands and Ireland"
Pilar,22832960,Northern Finnish Birth Cohort Study (NFBC); Cardiovascular Risk in Young Finns Study (YFS); Helsinki Birth Cohort Study (HBCS); Queensland Institute of Medical Research (QIMR),,
Pilar,23955597,British 1958 Birth Cohort Study (B58C); UK National Blood Donor Service (UKBS); German Multiple Myeloma Study Group (GMMG),Wellcome Trust Case Control Consortium (WTCCC2),
Pilar,21253498,Framingham Heart Study (FHS),,
Pilar,22693459,Cohorte Lausannoise (CoLaus); UK Adult Twin Register (TwinsUK); Nijmegen Biomedical Study (NBS); 23andMe (23andMe); The Hellenic study of Interactions between SNPs & Eating in Atherosclerosis (HSIEA),,"3 unique samples: Bonn, Iceland and Australian population based twin study"
Pilar,18262040,European Prospective Investigation into Cancer (EPIC); British 1958 Birth Cohort Study (B58C); Cohorte Lausannoise (CoLaus); Genetic Epidemiology of Metabolic Syndrome study (GEMS),,
Pilar,20661308,London Life Sciences Population Study (LOLIPOP); London Life Sciences Population Study (LOLIPOP); The Invecchiare in Chianti (InCHIANTI); Baltimore Longitudinal Study of Ageing (BLSA); deCODE Genetics (deCODE),,
Pilar,27647854,FinnDiane (FinnDiane); EURODIAB (EURODIAB); Scania Diabetes Registry (SDR); UK Nephropathy Family Study and Oxford Regional Prospective Study (NFS-ORPS/Cambridge),,
Pilar,20802025,Atherosclerosis Risk in Communities Study (ARIC),,
Pilar,19110211,Cooperative Health Research in the Region of Augsburg F3 500K (KORA F3 500K); UK National Blood Donor Service (UKBS),,
Pilar,26701879,NO NAME,,
Pilar,25342443,"Nurses Health Study (NHS); Nurses Health Studies II (NHS2); European Prospective Investigation into Cancer (EPIC); Karolinska Institutet (Karolinska); The Mayo Clinic study (MAYO); University Health Network, Toronto, Canada (TOR); Sisters in Breast Screening (SIBS); Instituto de Salud Carlos III (DDM-Spain); University of Melbourne (AMDTDSS); Old Order Amish (OOA); Melbourne Collaborative Cohort Study (MCCS); Bavarian Breast Cancer Cases and Controls (BBCC); Polish Breast Cancer Study (PBCS); Study of Epidemiology and Risk Factors in Cancer Heredity (SEARCH); Breast Cancer Family Study (MBCFS); Mayo Venous Thromboembolism Study (Mayo VTE); MCOCS (MCOCS); MMHS (MMHS); Mayo Clinic Breast Cancer Study (MCBCS)",Markers of Density (MODE) consortium,
Pilar,25378659,Atherosclerosis Risk in Communities Study (ARIC); Coronary Artery Risk Development in Young Adults (CARDIA); Cardiovascular Health Study (CHS); Health Professional Follow-up Study (HPFS); Multi-Ethnic Study of Atherosclerosis (MESA); Nurses Health Study (NHS); Womens Genome Health Study (WGHS),,
Pilar,25343990,Coronary Artery Risk Development in Young Adults (CARDIA); Johnston County Osteoarthritis Project (JOCO); Nurses Health Study (NHS); Health Professional Follow-up Study (HPFS),,
Pilar,19838193,NO NAME,,Chinese Han population
Pilar,21307088,Singapore Malay Eye Study (SIMES); Singapore Malay Eye Study (SIMES); Singapore Indian Chinese Cohort (SICC); Singapore Chinese Eyes Study (SCES),,
Pilar,17903299,National Study of Colorectal Cancer Genetics (NSCCG); Genetic Lung Cancer Predisposition Study (GELCAPS); Royal Marsden Hospital Trust/Institute of Cancer Research Family History and DNA Registry (RMHT); European Collection of Cell Cultures (ECACC); United Kingdom Colorectal Adenoma Prevention (UKCAP),CORGI,
Pilar,28253294,British 1958 Birth Cohort Study (B58C); European Community Respiratory Health Survey (ECRHS); Epidemiological study of Genetics and Environment of Asthma (EGEA); KSMU (KSMU); TOMSK (TOMSK); Swiss Study on Air Pollution and Lung Diseases in Adults (SAPALDIA); LifeLines (LifeLines),GABRIEL,
Pilar,22010048,International Agency for Research on Cancer Study (IARC); Centre National de G_notypage (CNG); MD Anderson Cancer Center Study (MDACCS),,
Pilar,23990791,British 1958 Birth Cohort Study (B58C); Cooperative Health Research in the Region of Augsburg S3 (KORA S3); Lothian Birth Cohort Studies 1936 (LBC1936); LHS (LHS); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Swiss Study on Air Pollution and Lung Diseases in Adults (SAPALDIA); Study of Health in Pomerania (SHIP); CROATIA-Korcula Study (CROATIA-KORCULA); Northern Sweden Population Health Study (NSPHS); Orkney Complex Disease Study (ORCADES); CROATIA-Split Study (CROATIA-SPLIT); Vis Study (VIS),GABRIEL,
Pilar,23535967,Atherosclerosis Risk in Communities Study (ARIC),,
Pilar,23805179,ENIGMA (ENIGMA); IMAGEN (IMAGEN),Mind Clinical Imaging Consortium (MCIC); IMAGEN Consortium; ENIGMA,"Massachusetts General Hospital in Boston (MGH) and the Universities of Iowa (UI), Minnesota (UMN) and New Mexico (UNM)"
Pilar,22956598,Erasmus Rucphen Family Study (ERF); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); UK Adult Twin Register (TwinsUK); British 1958 Birth Cohort Study (B58C); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); DSDBAC (DSDBAC); FOA (FOA); Genetics OsteoArthritis and Progression (GARP); Study of Health in Pomerania (SHIP); Chingford study (Chingford); Hunter Community Study (HCS); EPIFUND (EPIFUND),,
Pilar,23341777,Nanjing Study (NJ Study); Beijing (Beijing),,"first replication stage (Replication I): Nanjing and Shanghai

The second replication :stage (Replication II)  Nanjing and Shanghai, Beijing, Shenyang,  Guangzhou 
"
Pilar,25903422,University of Chicago (UC); Genetic Association Information Network (GAIN); Singapore Prospective Study Program (SP2),,"Replication analysis were performed in seven independent samples,
six from populations of European descent (UC, KI, Harvard, Spain, Celera, Kiel) and one from Chinese population (Anhui)."
Pilar,20522523,UK National Blood Donor Service (UKBS); Wellcome Trust Case Control Consortium 2 (WTCCC2); Duke Memory study (DuMS); Vantaa85+ (Vantaa85+); Study of Irish Amyotrophic (SoIA),,
Pilar,28588231,Atherosclerosis Risk in Communities Study (ARIC); Study of Health in Pomerania (SHIP); UK Adult Twin Register (TwinsUK); Cooperative Health Research in the Region of Augsburg (KORA),,
Pilar,27922604,Cardiovascular Risk in Young Finns Study (YFS); FINRISK (FINRISK),,discover and controls from Han Chinese population
Pilar,26959717,NO NAME,,
Pilar,19820697,UK Adult Twin Register (TwinsUK); UK Blood Services Donor Panel 1 (UKBS1); Cooperative Health Research in the Region of Augsburg F3 500K2 (KORA F3 500K2); Cambridge BioResource (CBR); Study of Health in Pomerania (SHIP); Cooperative Health Research in the Region of Augsburg F4 (KORA F4),_HaemGen Consortium,
Pilar,21799836,NO NAME,,"patients recruited from outpatient departments of Ruijin Hospital
controls were recruited from glucose survey in Youyi community, Baoshan district, Shanghai
Replication1= Shanghai and Jiangsu province (Central Han)
Replication2 =  Southern China (Southern Han) 
"
Pilar,18587394,NIDDK (NIDDK); BEL/FR (BEL/FR); UKIBDGC (UKIBDGC),_NIDDK IBD Genetics; Belgian-French IBD consortium; Wellcome Trust Case Control Consortium,
Pilar,23870195,Family Heart Study (FamHS); Jackson Heart Study (JHS); Atherosclerosis Risk in Communities Study (ARIC); Coronary Artery Risk Development in Young Adults (CARDIA); Multi-Ethnic Study of Atherosclerosis (MESA); Genetic STudy of Aspirin Responsiveness (GeneSTAR); Genetic Epidemiology Network of Arteriopathy (GENOA); MESA/SHARe Family (MESA/SHARe Family),,
Pilar,17463246,NO NAME; Hapmap (Hapmap),WTCCC; FUSION; UKT2DGC,
Pilar,25010111,CROATIA-Vis Island Study (CROATIA-VIS); CROATIA-Korcula Study (CROATIA-KORCULA); CROATIA-Split Study (CROATIA-SPLIT); Orkney Complex Disease Study (ORCADES); Rotterdam Study (RS); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Helsinki Birth Cohort Study (HBCS); Avon Longitudinal Study of Parents and Children (ALSPAC); The Invecchiare in Chianti (InCHIANTI); Prevention of Renal and Vascular Endstage Disease study (PREVEND); Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS); Western Australian Pregnancy Cohort Study (RAINE); ET2DS (ET2DS); Osteoporotic Fractures in Men Study SWE (MrOS-SWE),,
Pilar,27702941,Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS),,
Pilar,22182935,National Institute of Mental Health (NIMH); Translational Genomics Research Institute (TGEN); Systematic Treatment Enhancement Program for Bipolar Disorder (STEP); FondaMental Bipolar (FMB); GlaxoSmithKline (GSK); Genetic Association Information Network (GAIN); Belgian Donors (BD),WTCCC ,Other two samples used are only named German and Taiwan.
Pilar,21700618,BC (BC); D2D2007 (D2D2007); Health Professional Follow-up Study (HPFS); CHD (CHD); Nurses Health Study (NHS); KS (KS); RF (RF),,
Pilar,23666240,UK Testicular Cancer Collaboration (UKTCC); British 1958 Birth Cohort Study (B58C); UK National Blood Donor Service (UKBS); British Breast Cancer Study (BBCS); UK Genetic Prostate Cancer Study (UKGPCS); Study of Epidemiology and Risk Factors in Cancer Heredity (SEARCH),Collaborative Oncological Gene-environment Study; Wellcome Trust Sanger Institute,
Pilar,28649644,SIGNAL (SIGNAL); PHArmacogenetic study of Statin in the Elderly at risk (PHASE),,
Pilar,25226531,Avon Longitudinal Study of Parents and Children (ALSPAC); Generation R Study Group (Generation R); Western Australian Pregnancy Cohort Study (RAINE); Twins Early Development Study (TEDS),,
Pilar,20639394,Korean Association Resource Project (KARE); KIOM stage II (KIOM-II),,
Pilar,18677311,NO NAME; Wellcome Trust Case Control Consortium (WTCCC),WTCCC,
Pilar,22797724,BioBank Japan Project (BBJ); National Cancer Center Hospital (NCCH),,
Pilar,24249740,Omaha Osteoporosis Study (OOS); Kansas-City Osteoporosis Study (KCOS); Connecticut Ovary Study (COS); Framingham Heart Study (FHS); Indiana Genetics of Bone Fragility Study (IGBFS); Womens Health Initiative (WHI),,
Pilar,24493630,Australian Breast Cancer Family Study (ABCFS); Breast Cancer Family Registry California (BCFR-NCA); Breast Cancer Family Registry Canada (BCFR-CA); Genetic Epidemiologic Study of Breast Cancer by Age 50 (GESBC); Long Island Breast Cancer Study Project (LI); University of Southern California (USC); Colon Cancer Family Registry (CCFR); British Breast Cancer Study (BBCS); Australian Breast Cancer Family Study (ABCFS); UK GWAS Stage 2 (UK2),,Sample from Seattle is not presented with name
Pilar,18711365,Wellcome Trust Case Control Consortium (WTCCC); Systematic Treatment Enhancement Program for Bipolar Disorder (STEP); Systematic Treatment Enhancement Program for Bipolar Disorder 2 (STEP2); University College London (UCL); ED (ED); DUB (DUB),,
Pilar,24934506,Diabetes Control and Complication Trial (DCCT),,
Pilar,21505073,NO NAME,Pharma SNP Consortium ,
Pilar,20228799,NO NAME,,No cohort
Pilar,23364394,Genomics Research in Cardiovascular Disease (GENRIC); Korean Genome Epidemiology Study (KoGES); KItaNagoya Genome (KING),,
Pilar,25017104,US NIH CoFAR EoE cohort (USNIHFAREE); Cincinnati Genomic Control Cohort (CCHMC); University of Michigan study (Michigan); Mount Sinai Hospital (MSH); University of North Carolina (UNC); Johns Hopkins University (JHU); University of Colorado Health Center/National Jewish Research Center and Arkansas Childrens Hospital (NJRCACH),,The acronyms of this study is very large
Pilar,23620142,GeneBank (GeneBank); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Coronary Artery Risk Development in Young Adults (CARDIA); Monitoring of Trends and Determinants in Cardiovascular Disease (MONICA); Gutenberg Health Study I (GHS-I); Gutenberg Health Study II (GHS-II); Ludwigshafen Risk and Cardiovascular Health Study 1 (LURIC1); Ludwigshafen Risk and Cardiovascular Health Study 2 (LURIC2); Cooperative Health Research in the Region of Augsburg (KORA),CARe,
Pilar,19893584,Korean Genome Epidemiology Study (KoGES); Department of Pediatrics at the (Pediatrics),,
Pilar,24449572,POCEMON (POCEMON); Biologics in Rheumatoid Arthritis Genetics and Genomics Study Syndicate 1 (BRAGGSS1); Biologics in Rheumatoid Arthritis Genetics and Genomics Study Syndicate 2 (BRAGGSS2); Biologics in Rheumatoid Arthritis Genetics and Genomics Study Syndicate 3 (BRAGGSS3),Wellcome Trust Case Control Consortium (WTCCC),
Pilar,27568811,Avon Longitudinal Study of Parents and Children (ALSPAC); Brain Development and Air Pollution Ultrafine Particles in School Children (BDAPUSC),Early Genetics and Lifecourse Epidemiology (EAGLE),
Pilar,21943158,Brisbane Longitudinal Twin Study (BLTS),,Adult twins consisting of twins and their family members who participated in studies of: (i) alcohol and nicotine dependence and metabolic risk for alcoholic liver disease [34]; (ii) anxiety and depression [35]; and (iii) endometriosis
Pilar,24144296,"Avon Longitudinal Study of Parents and Children (ALSPAC); Brisbane Adolescent Twins Study (BATS); Twins Eye Study in Tasmania (TEST); Blue Mountain Eye Study (BMES); CROATIA-Korcula Study (CROATIA-KORCULA); CROATIA-Split Study (CROATIA-SPLIT); CROATIA-Vis Island Study (CROATIA-VIS); Erasmus Rucphen Family Study (ERF); Orkney Complex Disease Study (ORCADES); Western Australian Pregnancy Cohort Study (RAINE); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); Beijing Eye Study (BES); Singapore Chinese Eyes Study (SCES); Singapore Cohort study Of the Risk factors for Myopia study (SCORM); Singapore Malay Eye Study (SIMES); Singapore Indian Eye Study (SINDI); Strabismus, Amblyopia and Refractive Error Study (STARS); British 1958 Birth Cohort Study (B58C); Avon Longitudinal Study of Parents and Children (ALSPAC); Australian & New Zealand Registry of Advanced Glaucoma (ANZRAG); Age-Related Eye Disease Study (AREDS); Diabetes Control and Complication Trial (DCCT); Estonian Genome Center of the University of Tartu (EGCUT); Fuchs Endothelial Corneal Dystrophy Controls (FECD); Framingham Eye Study (FES); Finnish Twin Study on Aging (FITSA); Gutenberg Health Study I (GHS-I); Gutenberg Health Study II (GHS-II); Ogliastra Genetic Park (OGP); Singapore Prospective Study Program (SP2); UK Adult Twin Register (TwinsUK); Wisconsin Epidemiologic Study of Diabetic Retinopathy (WESDR); Cardiovascular Risk in Young Finns Study (YFS); Rotterdam Study (RS); The Myopia Genomics Study (MyGS); Cooperative Health Research in the Region of Augsburg (KORA)",Consortium for Refractive Error and Myopia (CREAM); Wellcome Trust Case Control Consortium 2,
Pilar,21743469,Tasmanian Study of Cognition and Gait (TASCOG); Wellcome Trust Case Control Consortium 2 (WTCCC2),WTCCC2; TASC; SPARCC,
Pilar,23502783,UK Medical Research Council (MRC); British 1958 Birth Cohort Study (B58C); UK National Blood Donor Service (UKBS),,German sample: University Clinic Heidelberg
Pilar,20018961,NO NAME,,
Pilar,20451256,Thematically Organized Psychoses Research Study (TOP); Iceland AAA GWAS dataset (IBCS),,
Pilar,18327256,Cooperative Health Research in the Region of Augsburg F3 500K (KORA F3 500K); Cooperative Health Research in the Region of Augsburg S4 (KORA S4); Salzburg Atherosclerosis Prevention Program in subjects at High Individual Risk (SAPHIR); Study of Health in Pomerania (SHIP),,
Pilar,23275298,Atherosclerosis Risk in Communities Study (ARIC); Coronary Artery Risk Development in Young Adults (CARDIA); Jackson Heart Study (JHS); Multi-Ethnic Study of Atherosclerosis (MESA),,
Pilar,21768215,Atherosclerosis Risk in Communities Study (ARIC); Coronary Artery Risk Development in Young Adults (CARDIA); Jackson Heart Study (JHS); Cardiovascular Health Study (CHS); Healthy Aging in Neighborhoods of Diversity across the Life Span Study (HANDLS); Howard University Family Study (HUFS),,
Pilar,23853074,Cooperative Health Research in the Region of Augsburg (KORA); The Population Genetic Cohort (POPGEN); Study of Health in Pomerania (SHIP); NGFN (NGFN); Study of Health in Pomerania Trend (SHIP-TREND),,"others samples were used from Germany, Italy and France"
Pilar,27915449,Cohorte Lausannoise (CoLaus); Italian Network on Genetic Isolates-Val Borbera (INGI-Val Borbera); Italian Network on Genetic Isolates-Carlantino (INGI-Carlantino); CROATIA-Vis Island Study (CROATIA-VIS); CROATIA-Korcula Study (CROATIA-KORCULA); CROATIA-Split Study (CROATIA-SPLIT); Lothian Birth Cohort Studies 1936 (LBC1936),,
Pilar,27623749,Korean Childhood Cohort -1 (KoCAS-1); Korean Childhood Cohort -2 (KoCAS-2); Korean Association Resource Project (KARE),,
Pilar,22419738,BioBank Japan Project (BBJ),,
Pilar,21752600,Clinical Antipsychotic Trials of Intervention Effectiveness (CATIE); Molecular Genetics of Schizophrenia Collaboration (MGS); IFAM (IFAM); ICCSS (ICCSS); Genetic Association Information Network (GAIN); AA (AA); Clinical Antipsychotic Trials of Intervention Effectiveness (CATIE); International Schizophrenia Consortium Aberdeen (ISC-Aberdeen); International Schizophrenia Consortium Bulgaria (ISC-Bulgaria); International Schizophrenia Consortium Dublin (ISC-Dublin); International Schizophrenia Consortium Edinburgh (ISC-Edinburgh); International Schizophrenia Consortium London (ISC-London); International Schizophrenia Consortium Portugal (ISC-Portugal); International Schizophrenia Consortium Sweden1 (ISC-Sweden1); International Schizophrenia Consortium Sweden2 (ISC-Sweden2),,
Pilar,23817570,NO NAME,,Samples: from multiple hospitals and institutes in China
Pilar,22589738,"Family Heart Study (FamHS); Framingham Heart Study (FHS); Health, Aging, and Body Composition Study (Health ABC); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES)",GIANT,
Pilar,26503584,British 1958 Birth Cohort Study (B58C); UK National Blood Donor Service (UKBS); UK GWAS Stage 1 (UK1),Wellcome Trust Case Control Consortium. Controls,
Pilar,25963972,Rotterdam Study (RS); Brisbane Twin Nevus Study (BTNS); UK Adult Twin Register (TwinsUK); National Child Development Study (NCDS),,
Pilar,21998597,"Gothenburg Osteoporosis and Obesity Determinants study (GOOD); Framingham Heart Study (FHS); Study of Health in Pomerania (SHIP); The Invecchiare in Chianti (InCHIANTI); Rotterdam Study I (RS-I); Osteoporotic Fractures in Men Study SWE (MrOS-SWE); European Male Ageing Study (EMAS); Cardiovascular Risk in Young Finns Study (YFS); Cooperative Health Research in the Region of Augsburg (KORA); Health, Aging, and Body Composition Study (Health ABC)",,
Pilar,24094242,Dongfeng-Tongji cohort study (DFTJ),,
Pilar,20835239,Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); Erasmus Rucphen Family Study (ERF); UK Adult Twin Register (TwinsUK),,
Pilar,20044523,Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); Austrian Stroke Prevention Study (ASPS); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II),_CHARGE,
Pilar,28081371,Hispanic Community Health Study (HCHS); Prospective Evaluation and Risk Assessment (OPPERA); Northern Finnish Birth Cohort Study (NFBC); Brazilian Cohort (Brazil); Study of Health in Pomerania (SHIP); Study of Latinos (SOL),,
Pilar,25199915,Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Study of Osteoporotic Fractures (SOF); Cardiovascular Health Study (CHS); Osteoporotic Fractures in Men Study (MrOS); Framingham Heart Study (FHS),CHARGE Consortium,
Pilar,21448238,Erasmus Rucphen Family Study (ERF); Netherlands Study of Depression and Anxiety (NESDA); Netherlands Twin Registry 1 (NTR1); Netherlands Twin Registry 2 (NTR2); Rotterdam Study (RS); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Genetic Epidemiology of Metabolic Syndrome study (GEMS); Australian Twin-Family Studies (AUSTWIN),,
Pilar,20167578,Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Rotterdam Study (RS),CHARGE,
Pilar,18385739,deCODE Genetics (deCODE); Icelandic Cancer Registry (ICR); Linz Peripheral Arterial Disease study (LIPAD); NO NAME,,"Not clear the samples of Sweden, Italy and New Zealand"
Pilar,22939635,Womens Health Initiative (WHI); SNP Health Associated Resource (SHARe),,
Pilar,22823124,UK Adult Twin Register (TwinsUK); Australian Twin-Family Studies (AUSTWIN),,
Pilar,25279986,"Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study (ATBC); Cancer Prevention Study II (CPS-II); European Prospective Investigation into Cancer (EPIC); Health Professional Follow-up Study (HPFS); Melbourne Collaborative Cohort Study (MCCS); Nurses Health Study (NHS); NYU-WHS (NYU-WHS); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO); British Columbia Non-Hodgkin Lymphoma Study (BCCA); Epidemiology & Genetics Unit Lymphoma Case-Control study  (ELCCS); Multicenter Italian study on gene-environment interactions in lymphoma etiology: translational aspects (Italian GxE); National Cancer Institute- Surveillance, Epidemiology, and End Results Interdisciplinary Case-Control Study of Non-Hodgkins Lymphoma (NCI-SEER); NSW non-Hodgkin lymphoma study  (NSW)",,
Pilar,17529967,Australian Breast Cancer Family Study (ABCFS); Breast Cancer Study in Taiwan (BCST); Copenhagen General Population Study (CGPS); Gene Environment Interaction and Breast Cancer in Germany (GENICA); Helsinki Birth Cohort Study (HBCS); Helsinki Breast Cancer Project (HBCP); International Agency for Research on Cancer Study (IARC); Australian Ovarian Cancer Study (AOCS); Kuopio Breast Cancer Project (KBCP); Leiden University Medical Centre Breast Cancer Study (ORIGO); Mayo Clinic Breast Cancer Study (MCBCS); Melbourne Collaborative Cohort Study (MCCS); Multiethnic Cohort Study of Diet and Health (MEC); Nurses Health Study (NHS); Polish Breast Cancer Study (PBCS); Rotterdam Breast Cancer Study (RBCS); Singapore and Sweden Breast Cancer Study (SASBAC); Study of Epidemiology and Risk Factors in Cancer Heredity _ stage 2 (SEARCH2); Study of Epidemiology and Risk Factors in Cancer Heredity _ stage 3 (SEARCH3); Seoul Breast Cancer Study (SeBCS); Sheffield Breast Cancer Study (SBCS_b); Spanish National Cancer Centre Breast Cancer Study (CNIO-BCS); US Radiologic Technologist Study (USRT); Torino Bladder Cancer Study (TBCS),Breast Cancer Association Consortium,
Pilar,18952825,Northern Sweden Population Health Study (NSPHS); Micro-isolates in South Tyrol Study (MICROS); Erasmus Rucphen Family Study (ERF); Orkney Complex Disease Study (ORCADES); Colorectal Cancer Genetics Study (COGS); Rotterdam Study (RS),EUROSPAN Consortium,The Croatian samples were from the villages of Vis and Komiza on the Dalmatian island of Vis (no name given)
Pilar,19597492,Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Rotterdam Study (RS),Genomic Epidemiology (CHARGE) AF Consortium,
Pilar,19648920,Memorial-Sloan Kettering Lymphoproliferative disorders Study (MSKCC),,"The rest of the databases are presented without names, only refering to the countries of origin."
Pilar,19767753,"UK Genetic Prostate Cancer Study (UKGPCS); Prostate testing for cancer and Treatment study (ProtecT); Early Onset Prostate Cancer Study (EOPCFS); Risk Factors for Prostate Cancer Study (RFPCS); Melbourne Collaborative Cohort Study (MCCS); Risk Factors for Prostate Cancer Study (RFPCS); BiPAS (BiPAS); CHSH (CHSH); Fred Hutchinson Cancer Research Center, Seattle US (FHCRC); FMHS (FMHS); HaPCS (HaPCS); The Mayo Clinic study (MAYO); Melbourne Collaborative Cohort Study (MCCS); Multiethnic Cohort Study of Diet and Health (MEC); Moffitt Cancer Center Ovarian Cancer Study (MOF); CCPC (CCPC); PCMUS (PCMUS); SCORE (SCORE); Prostate testing for cancer and Treatment study (ProtecT); Queensland Institute of Medical Research (QIMR); Tampere University Hospital (TAMPERE); TASPRAC (TASPRAC); UK Genetic Prostate Cancer Study (UKGPCS); Center of Excellence-Baden-Wuerttemberg Type 2 Diabetes Cohort (ULM); University of Southern California (USC); Utah Chronic Lymphocytic Leukemia Study (UTAH); Valais (Valais); Early Onset Prostate Cancer Study (EOPCFS); Risk Factors for Prostate Cancer Study (RFPCS); NC (NC)",PRACTICAL Consortium,
Pilar,20112360,Rotterdam Study (RS); deCODE Genetics (deCODE); UK Adult Twin Register (TwinsUK); Framingham Heart Study (FHS); Chingford study (Chingford); Genetics OsteoArthritis and Progression (GARP); Spanish cases (Spanish cases); Greek TJR cases (GTJR); Oxford Biobank (OBB); Nottingham (Nottingham); Study of Osteoporotic Fractures (SOF); Osteoporotic Fractures in Men Study (MrOS),,
